phos	tf	splen
O75914	P48443	4.0
O75914	P10243	4.0
O75914	Q13351	4.0
O75914	P10589	4.0
O75914	P15036	3.0
O75914	Q15562	4.0
O75914	P35680	5.0
O75914	Q9UH73	inf
O75914	P55317	4.0
O75914	P50553	5.0
O75914	Q15561	4.0
O75914	Q92908	3.0
O75914	P40426	inf
O75914	Q9Y2Y9	inf
O75914	P56693	2.0
O75914	P48382	4.0
O75914	Q70SY1	inf
O75914	P56270	3.0
O75914	Q92570	4.0
O75914	P09629	4.0
O75914	P09086	inf
O75914	P28347	4.0
O75914	P08651	6.0
O75914	P58012	3.0
O75914	Q96BA8	inf
O75914	P37275	5.0
O75914	Q13952	5.0
O75914	Q13422	3.0
O75914	P19544	4.0
O75914	P05549	4.0
O75914	Q01892	3.0
O75914	Q12968	3.0
O75914	O43623	3.0
O75914	Q15853	3.0
O75914	O95625	4.0
O75914	P52945	3.0
O75914	Q9UKY1	3.0
O75914	O14497	4.0
O75914	Q9H9S0	3.0
O75914	P57682	5.0
O75914	Q03014	4.0
O75914	P11308	4.0
O75914	P11474	4.0
O75914	Q12952	5.0
O75914	Q00577	5.0
O75914	P43694	3.0
O75914	P40425	4.0
O75914	P12980	3.0
O75914	P20265	4.0
O75914	Q9BYV9	3.0
Q15121	Q07869	2.0
Q15121	Q13330	2.0
Q15121	O15516	3.0
Q15121	P41182	2.0
Q15121	P49711	4.0
Q15121	P08047	2.0
Q15121	Q9Y618	3.0
Q15121	O75444	3.0
Q15121	Q03164	4.0
Q15121	O60675	4.0
Q15121	P35638	3.0
Q15121	Q02078	3.0
Q15121	P36956	2.0
Q15121	Q02447	2.0
Q15121	Q16236	2.0
Q15121	P25208	3.0
Q15121	Q99801	3.0
Q15121	P04198	3.0
Q15121	Q9UM63	3.0
Q15121	Q02962	3.0
Q15121	P51692	2.0
Q15121	Q16665	2.0
Q15121	P26358	3.0
Q15121	P03372	2.0
Q15121	Q15596	2.0
Q15121	Q01543	3.0
Q15121	P61244	3.0
Q15121	Q15672	2.0
Q15121	P48436	4.0
Q15121	Q99583	4.0
Q15121	Q9Y5W3	inf
Q15121	Q06330	3.0
Q15121	Q99717	3.0
Q15121	Q13950	2.0
Q15121	P05412	2.0
Q15121	O15525	3.0
Q15121	O14770	inf
Q15121	P08151	3.0
Q15121	Q15233	4.0
Q15121	P23511	3.0
Q15121	P21675	3.0
Q15121	P19793	2.0
Q15121	Q13568	3.0
Q15121	P10914	3.0
Q15121	P25490	3.0
Q15121	Q99612	inf
Q15121	P10244	3.0
Q15121	P06401	2.0
Q15121	P49715	2.0
Q15121	P25963	3.0
Q15121	Q01201	3.0
Q15121	O00327	3.0
Q15121	P15172	3.0
Q15121	P98177	3.0
Q15121	P01100	2.0
Q15121	Q00613	2.0
Q15121	O75469	3.0
Q15121	P10071	3.0
Q15121	P10242	2.0
Q15121	Q13562	3.0
Q15121	P18846	3.0
Q15121	O15350	3.0
Q15121	Q15796	2.0
Q15121	P18847	3.0
Q15121	Q99814	4.0
Q15121	P10275	2.0
Q15121	P27540	3.0
Q15121	P16220	3.0
Q15121	Q13127	7.0
Q15121	P19838	3.0
Q15121	O94776	3.0
Q15121	Q08945	3.0
Q15121	P17535	2.0
Q15121	Q15329	4.0
Q15121	Q9UGL1	3.0
Q15121	O43474	3.0
Q15121	Q9UJU2	3.0
Q15121	P15336	2.0
Q15121	P42229	2.0
Q15121	Q5VTD9	4.0
Q15121	P31269	4.0
Q15121	Q15797	2.0
Q15121	O75626	3.0
Q15121	P26367	3.0
Q15121	P15407	3.0
Q15121	P20823	3.0
Q15121	P22736	2.0
Q15121	Q06546	2.0
Q15121	P15923	2.0
Q15121	P52630	3.0
Q15121	P23771	3.0
Q15121	O75461	3.0
Q15121	P10070	3.0
Q15121	Q9UL17	3.0
Q15121	P20226	4.0
Q15121	P04150	2.0
Q15121	O75376	3.0
Q15121	P17676	2.0
Q15121	O94916	3.0
Q15121	Q08050	3.0
Q15121	P36402	3.0
Q15121	Q9UKL0	6.0
Q15121	P67809	2.0
Q15121	P32243	5.0
Q15121	Q02535	3.0
Q15121	Q16656	3.0
Q15121	Q01196	2.0
Q15121	P10276	3.0
Q15121	Q15788	2.0
Q15121	O75030	2.0
Q15121	Q00653	3.0
Q15121	Q12778	3.0
Q15121	Q16254	2.0
Q15121	Q02548	inf
Q15121	Q9BQA5	4.0
Q15121	P35398	2.0
Q15121	P11831	3.0
Q15121	P18146	3.0
Q15121	O14867	inf
Q15121	Q92786	inf
Q15121	Q9NQB0	3.0
Q15121	P84022	2.0
Q15121	Q8TAQ2	3.0
Q15121	P18848	3.0
Q15121	Q14653	3.0
Q15121	Q9UIS9	inf
Q15121	P37231	2.0
Q15121	O00716	3.0
Q15121	Q13761	4.0
Q15121	Q14469	3.0
Q15121	P17861	2.0
Q15121	P49116	4.0
Q15121	O43524	2.0
Q15121	P40763	2.0
Q15121	P42224	2.0
Q15121	Q96AV8	inf
Q15121	P15976	2.0
Q15121	P23246	3.0
Q15121	Q01094	2.0
Q15121	Q06710	3.0
Q15121	P01106	2.0
Q15121	Q9Y6Q9	2.0
Q15121	P17275	3.0
Q15121	Q92985	3.0
Q15121	P48431	4.0
Q15121	Q9UBC3	5.0
Q15121	Q04206	2.0
Q15121	P14859	3.0
Q15121	O60381	3.0
Q15121	Q14526	3.0
Q15121	P11473	3.0
Q15121	P20749	2.0
Q15121	Q92922	4.0
Q15121	P17947	3.0
Q15121	P22415	3.0
Q15121	Q13485	2.0
Q15121	Q9H3D4	3.0
Q15121	Q14209	3.0
Q15121	Q99856	3.0
Q15121	Q04864	3.0
Q15121	Q12772	2.0
Q15121	P55347	inf
Q15121	P04637	2.0
Q15121	Q00978	3.0
Q15121	Q13469	3.0
Q15121	O43889	inf
Q15121	P10827	3.0
Q15121	Q9Y5J3	4.0
Q15121	P14316	3.0
Q15121	P17542	2.0
Q15121	Q15306	5.0
Q15121	P78545	3.0
Q15121	Q9NPC7	4.0
Q15121	P10826	3.0
Q15121	Q9Y5Q3	3.0
Q15121	O95863	2.0
Q15121	O95644	2.0
Q15121	Q13133	3.0
Q15121	Q96RI1	3.0
Q15121	Q03181	3.0
Q15121	P17544	3.0
Q15121	P15408	3.0
Q15121	P15884	3.0
Q15121	Q16621	3.0
Q15121	P14921	2.0
Q15121	P08235	3.0
Q15121	Q13887	3.0
Q15121	P55055	3.0
Q15121	P32519	3.0
Q15121	P19419	2.0
Q15121	P23769	2.0
Q15121	P28324	2.0
Q15121	Q05215	3.0
Q15121	Q92731	3.0
Q15121	P17028	4.0
Q15121	Q14934	2.0
Q15121	P41235	3.0
Q15121	P35869	3.0
Q15121	P24468	3.0
Q15121	P13631	2.0
Q15121	P53567	3.0
Q15121	P28702	3.0
Q15121	Q14186	3.0
Q15121	O00482	4.0
Q15121	P49716	inf
Q15121	Q02080	2.0
Q15121	Q03060	3.0
Q15121	Q16650	4.0
Q15121	Q9ULX9	inf
Q15121	Q05066	5.0
Q15121	P22670	3.0
Q15121	Q92481	inf
Q15121	O00470	inf
Q15121	Q02446	inf
Q15121	Q06413	2.0
Q15121	Q01167	3.0
Q15121	P50539	4.0
Q15121	O60315	4.0
Q15121	P17480	2.0
Q15121	O75364	inf
Q15121	Q99626	2.0
Q15121	Q12837	inf
Q15121	O15266	3.0
Q15121	P10588	3.0
Q15121	P50549	3.0
Q15121	P50458	inf
Q15121	Q9Y261	4.0
Q15121	Q01664	inf
Q15121	Q01860	2.0
Q15121	P48443	4.0
Q15121	P10243	3.0
Q15121	Q13351	3.0
Q15121	P10589	4.0
Q15121	P15036	3.0
Q15121	Q15562	4.0
Q15121	P35680	4.0
Q15121	Q9UH73	inf
Q15121	P55317	3.0
Q15121	P50553	5.0
Q15121	Q15561	4.0
Q15121	Q92908	2.0
Q15121	P40426	inf
Q15121	Q9Y2Y9	inf
Q15121	P56693	2.0
Q15121	P48382	3.0
Q15121	Q70SY1	inf
Q15121	P56270	2.0
Q15121	Q92570	3.0
Q15121	P09629	3.0
Q15121	P09086	inf
Q15121	P28347	4.0
Q15121	P08651	5.0
Q15121	P58012	3.0
Q15121	Q96BA8	inf
Q15121	P37275	4.0
Q15121	Q13952	4.0
Q15121	Q13422	3.0
Q15121	P19544	4.0
Q15121	P05549	3.0
Q15121	Q01892	2.0
Q15121	Q12968	3.0
Q15121	O43623	3.0
Q15121	Q15853	3.0
Q15121	O95625	4.0
Q15121	P52945	2.0
Q15121	Q9UKY1	2.0
Q15121	O14497	3.0
Q15121	Q9H9S0	3.0
Q15121	P57682	5.0
Q15121	Q03014	3.0
Q15121	P11308	4.0
Q15121	P11474	3.0
Q15121	Q12952	5.0
Q15121	Q00577	5.0
Q15121	P43694	2.0
Q15121	P40425	5.0
Q15121	P12980	2.0
Q15121	P20265	4.0
Q15121	Q9BYV9	3.0
Q92569	Q07869	3.0
Q92569	Q13330	4.0
Q92569	O15516	4.0
Q92569	P41182	4.0
Q92569	P49711	5.0
Q92569	P08047	3.0
Q92569	Q9Y618	4.0
Q92569	O75444	4.0
Q92569	Q03164	5.0
Q92569	O60675	5.0
Q92569	P35638	4.0
Q92569	Q02078	4.0
Q92569	P36956	3.0
Q92569	Q02447	4.0
Q92569	Q16236	3.0
Q92569	P25208	4.0
Q92569	Q99801	4.0
Q92569	P04198	3.0
Q92569	Q9UM63	4.0
Q92569	Q02962	4.0
Q92569	P51692	3.0
Q92569	Q16665	4.0
Q92569	P26358	3.0
Q92569	P03372	3.0
Q92569	Q15596	4.0
Q92569	Q01543	3.0
Q92569	P61244	4.0
Q92569	Q15672	3.0
Q92569	P48436	3.0
Q92569	Q99583	5.0
Q92569	Q9Y5W3	inf
Q92569	Q06330	4.0
Q92569	Q99717	4.0
Q92569	Q13950	3.0
Q92569	P05412	3.0
Q92569	O15525	4.0
Q92569	O14770	inf
Q92569	P08151	3.0
Q92569	Q15233	4.0
Q92569	P23511	4.0
Q92569	P21675	4.0
Q92569	P19793	3.0
Q92569	Q13568	4.0
Q92569	P10914	4.0
Q92569	P25490	4.0
Q92569	Q99612	inf
Q92569	P10244	4.0
Q92569	P06401	4.0
Q92569	P49715	4.0
Q92569	P25963	3.0
Q92569	Q01201	4.0
Q92569	O00327	4.0
Q92569	P15172	4.0
Q92569	P98177	3.0
Q92569	P01100	4.0
Q92569	Q00613	3.0
Q92569	O75469	4.0
Q92569	P10071	4.0
Q92569	P10242	4.0
Q92569	Q13562	4.0
Q92569	P18846	4.0
Q92569	O15350	3.0
Q92569	Q15796	4.0
Q92569	P18847	4.0
Q92569	Q99814	4.0
Q92569	P10275	3.0
Q92569	P27540	4.0
Q92569	P16220	3.0
Q92569	Q13127	7.0
Q92569	P19838	4.0
Q92569	O94776	4.0
Q92569	Q08945	4.0
Q92569	P17535	4.0
Q92569	Q15329	5.0
Q92569	Q9UGL1	5.0
Q92569	O43474	4.0
Q92569	Q9UJU2	4.0
Q92569	P15336	4.0
Q92569	P42229	3.0
Q92569	Q5VTD9	5.0
Q92569	P31269	5.0
Q92569	Q15797	4.0
Q92569	O75626	4.0
Q92569	P26367	4.0
Q92569	P15407	4.0
Q92569	P20823	3.0
Q92569	P22736	3.0
Q92569	Q06546	4.0
Q92569	P15923	3.0
Q92569	P52630	4.0
Q92569	P23771	4.0
Q92569	O75461	4.0
Q92569	P10070	4.0
Q92569	Q9UL17	4.0
Q92569	P20226	4.0
Q92569	P04150	3.0
Q92569	O75376	3.0
Q92569	P17676	4.0
Q92569	O94916	4.0
Q92569	Q08050	4.0
Q92569	P36402	4.0
Q92569	Q9UKL0	6.0
Q92569	P67809	3.0
Q92569	P32243	4.0
Q92569	Q02535	4.0
Q92569	Q16656	3.0
Q92569	Q01196	4.0
Q92569	P10276	3.0
Q92569	Q15788	4.0
Q92569	O75030	4.0
Q92569	Q00653	4.0
Q92569	Q12778	3.0
Q92569	Q16254	3.0
Q92569	Q02548	inf
Q92569	Q9BQA5	5.0
Q92569	P35398	4.0
Q92569	P11831	3.0
Q92569	P18146	4.0
Q92569	O14867	inf
Q92569	Q92786	inf
Q92569	Q9NQB0	4.0
Q92569	P84022	3.0
Q92569	Q8TAQ2	3.0
Q92569	P18848	4.0
Q92569	Q14653	3.0
Q92569	Q9UIS9	inf
Q92569	P37231	3.0
Q92569	O00716	4.0
Q92569	Q13761	3.0
Q92569	Q14469	4.0
Q92569	P17861	4.0
Q92569	P49116	4.0
Q92569	O43524	3.0
Q92569	P40763	3.0
Q92569	P42224	3.0
Q92569	Q96AV8	inf
Q92569	P15976	3.0
Q92569	P23246	3.0
Q92569	Q01094	4.0
Q92569	Q06710	4.0
Q92569	P01106	3.0
Q92569	Q9Y6Q9	4.0
Q92569	P17275	4.0
Q92569	Q92985	3.0
Q92569	P48431	4.0
Q92569	Q9UBC3	5.0
Q92569	Q04206	4.0
Q92569	P14859	4.0
Q92569	O60381	4.0
Q92569	Q14526	4.0
Q92569	P11473	4.0
Q92569	P20749	4.0
Q92569	Q92922	3.0
Q92569	P17947	4.0
Q92569	P22415	4.0
Q92569	Q13485	4.0
Q92569	Q9H3D4	3.0
Q92569	Q14209	5.0
Q92569	Q99856	4.0
Q92569	Q04864	4.0
Q92569	Q12772	4.0
Q92569	P55347	inf
Q92569	P04637	3.0
Q92569	Q00978	4.0
Q92569	Q13469	4.0
Q92569	O43889	inf
Q92569	P10827	4.0
Q92569	Q9Y5J3	5.0
Q92569	P14316	4.0
Q92569	P17542	3.0
Q92569	Q15306	5.0
Q92569	P78545	4.0
Q92569	Q9NPC7	5.0
Q92569	P10826	4.0
Q92569	Q9Y5Q3	4.0
Q92569	O95863	4.0
Q92569	O95644	4.0
Q92569	Q13133	4.0
Q92569	Q96RI1	4.0
Q92569	Q03181	3.0
Q92569	P17544	4.0
Q92569	P15408	5.0
Q92569	P15884	4.0
Q92569	Q16621	4.0
Q92569	P14921	3.0
Q92569	P08235	4.0
Q92569	Q13887	3.0
Q92569	P55055	4.0
Q92569	P32519	4.0
Q92569	P19419	4.0
Q92569	P23769	3.0
Q92569	P28324	4.0
Q92569	Q05215	5.0
Q92569	Q92731	4.0
Q92569	P17028	4.0
Q92569	Q14934	3.0
Q92569	P41235	3.0
Q92569	P35869	4.0
Q92569	P24468	4.0
Q92569	P13631	4.0
Q92569	P53567	5.0
Q92569	P28702	4.0
Q92569	Q14186	4.0
Q92569	O00482	4.0
Q92569	P49716	inf
Q92569	Q02080	4.0
Q92569	Q03060	3.0
Q92569	Q16650	5.0
Q92569	Q9ULX9	inf
Q92569	Q05066	5.0
Q92569	P22670	4.0
Q92569	Q92481	inf
Q92569	O00470	inf
Q92569	Q02446	inf
Q92569	Q06413	3.0
Q92569	Q01167	4.0
Q92569	P50539	5.0
Q92569	O60315	5.0
Q92569	P17480	4.0
Q92569	O75364	inf
Q92569	Q99626	4.0
Q92569	Q12837	inf
Q92569	O15266	4.0
Q92569	P10588	3.0
Q92569	P50549	4.0
Q92569	P50458	inf
Q92569	Q9Y261	3.0
Q92569	Q01664	inf
Q92569	Q01860	3.0
Q92569	P48443	4.0
Q92569	P10243	4.0
Q92569	Q13351	4.0
Q92569	P10589	5.0
Q92569	P15036	3.0
Q92569	Q15562	4.0
Q92569	P35680	6.0
Q92569	Q9UH73	inf
Q92569	P55317	4.0
Q92569	P50553	6.0
Q92569	Q15561	4.0
Q92569	Q92908	4.0
Q92569	P40426	inf
Q92569	Q9Y2Y9	inf
Q92569	P56693	4.0
Q92569	P48382	5.0
Q92569	Q70SY1	inf
Q92569	P56270	4.0
Q92569	Q92570	5.0
Q92569	P09629	4.0
Q92569	P09086	inf
Q92569	P28347	4.0
Q92569	P08651	6.0
Q92569	P58012	4.0
Q92569	Q96BA8	inf
Q92569	P37275	5.0
Q92569	Q13952	5.0
Q92569	Q13422	4.0
Q92569	P19544	4.0
Q92569	P05549	4.0
Q92569	Q01892	4.0
Q92569	Q12968	3.0
Q92569	O43623	4.0
Q92569	Q15853	4.0
Q92569	O95625	4.0
Q92569	P52945	4.0
Q92569	Q9UKY1	3.0
Q92569	O14497	4.0
Q92569	Q9H9S0	4.0
Q92569	P57682	5.0
Q92569	Q03014	4.0
Q92569	P11308	5.0
Q92569	P11474	3.0
Q92569	Q12952	5.0
Q92569	Q00577	5.0
Q92569	P43694	4.0
Q92569	P40425	4.0
Q92569	P12980	4.0
Q92569	P20265	4.0
Q92569	Q9BYV9	3.0
P13639	Q07869	inf
P13639	Q13330	inf
P13639	O15516	inf
P13639	P41182	inf
P13639	P49711	inf
P13639	P08047	inf
P13639	Q9Y618	inf
P13639	O75444	inf
P13639	Q03164	inf
P13639	O60675	inf
P13639	P35638	inf
P13639	Q02078	inf
P13639	P36956	inf
P13639	Q02447	inf
P13639	Q16236	inf
P13639	P25208	inf
P13639	Q99801	inf
P13639	P04198	inf
P13639	Q9UM63	inf
P13639	Q02962	inf
P13639	P51692	inf
P13639	Q16665	inf
P13639	P26358	inf
P13639	P03372	inf
P13639	Q15596	inf
P13639	Q01543	inf
P13639	P61244	inf
P13639	Q15672	inf
P13639	P48436	inf
P13639	Q99583	inf
P13639	Q9Y5W3	inf
P13639	Q06330	inf
P13639	Q99717	inf
P13639	Q13950	inf
P13639	P05412	inf
P13639	O15525	inf
P13639	O14770	inf
P13639	P08151	inf
P13639	Q15233	inf
P13639	P23511	inf
P13639	P21675	inf
P13639	P19793	inf
P13639	Q13568	inf
P13639	P10914	inf
P13639	P25490	inf
P13639	Q99612	inf
P13639	P10244	inf
P13639	P06401	inf
P13639	P49715	inf
P13639	P25963	inf
P13639	Q01201	inf
P13639	O00327	inf
P13639	P15172	inf
P13639	P98177	inf
P13639	P01100	inf
P13639	Q00613	inf
P13639	O75469	inf
P13639	P10071	inf
P13639	P10242	inf
P13639	Q13562	inf
P13639	P18846	inf
P13639	O15350	inf
P13639	Q15796	inf
P13639	P18847	inf
P13639	Q99814	inf
P13639	P10275	inf
P13639	P27540	inf
P13639	P16220	inf
P13639	Q13127	inf
P13639	P19838	inf
P13639	O94776	inf
P13639	Q08945	inf
P13639	P17535	inf
P13639	Q15329	inf
P13639	Q9UGL1	inf
P13639	O43474	inf
P13639	Q9UJU2	inf
P13639	P15336	inf
P13639	P42229	inf
P13639	Q5VTD9	inf
P13639	P31269	inf
P13639	Q15797	inf
P13639	O75626	inf
P13639	P26367	inf
P13639	P15407	inf
P13639	P20823	inf
P13639	P22736	inf
P13639	Q06546	inf
P13639	P15923	inf
P13639	P52630	inf
P13639	P23771	inf
P13639	O75461	inf
P13639	P10070	inf
P13639	Q9UL17	inf
P13639	P20226	inf
P13639	P04150	inf
P13639	O75376	inf
P13639	P17676	inf
P13639	O94916	inf
P13639	Q08050	inf
P13639	P36402	inf
P13639	Q9UKL0	inf
P13639	P67809	inf
P13639	P32243	inf
P13639	Q02535	inf
P13639	Q16656	inf
P13639	Q01196	inf
P13639	P10276	inf
P13639	Q15788	inf
P13639	O75030	inf
P13639	Q00653	inf
P13639	Q12778	inf
P13639	Q16254	inf
P13639	Q02548	inf
P13639	Q9BQA5	inf
P13639	P35398	inf
P13639	P11831	inf
P13639	P18146	inf
P13639	O14867	inf
P13639	Q92786	inf
P13639	Q9NQB0	inf
P13639	P84022	inf
P13639	Q8TAQ2	inf
P13639	P18848	inf
P13639	Q14653	inf
P13639	Q9UIS9	inf
P13639	P37231	inf
P13639	O00716	inf
P13639	Q13761	inf
P13639	Q14469	inf
P13639	P17861	inf
P13639	P49116	inf
P13639	O43524	inf
P13639	P40763	inf
P13639	P42224	inf
P13639	Q96AV8	inf
P13639	P15976	inf
P13639	P23246	inf
P13639	Q01094	inf
P13639	Q06710	inf
P13639	P01106	inf
P13639	Q9Y6Q9	inf
P13639	P17275	inf
P13639	Q92985	inf
P13639	P48431	inf
P13639	Q9UBC3	inf
P13639	Q04206	inf
P13639	P14859	inf
P13639	O60381	inf
P13639	Q14526	inf
P13639	P11473	inf
P13639	P20749	inf
P13639	Q92922	inf
P13639	P17947	inf
P13639	P22415	inf
P13639	Q13485	inf
P13639	Q9H3D4	inf
P13639	Q14209	inf
P13639	Q99856	inf
P13639	Q04864	inf
P13639	Q12772	inf
P13639	P55347	inf
P13639	P04637	inf
P13639	Q00978	inf
P13639	Q13469	inf
P13639	O43889	inf
P13639	P10827	inf
P13639	Q9Y5J3	inf
P13639	P14316	inf
P13639	P17542	inf
P13639	Q15306	inf
P13639	P78545	inf
P13639	Q9NPC7	inf
P13639	P10826	inf
P13639	Q9Y5Q3	inf
P13639	O95863	inf
P13639	O95644	inf
P13639	Q13133	inf
P13639	Q96RI1	inf
P13639	Q03181	inf
P13639	P17544	inf
P13639	P15408	inf
P13639	P15884	inf
P13639	Q16621	inf
P13639	P14921	inf
P13639	P08235	inf
P13639	Q13887	inf
P13639	P55055	inf
P13639	P32519	inf
P13639	P19419	inf
P13639	P23769	inf
P13639	P28324	inf
P13639	Q05215	inf
P13639	Q92731	inf
P13639	P17028	inf
P13639	Q14934	inf
P13639	P41235	inf
P13639	P35869	inf
P13639	P24468	inf
P13639	P13631	inf
P13639	P53567	inf
P13639	P28702	inf
P13639	Q14186	inf
P13639	O00482	inf
P13639	P49716	inf
P13639	Q02080	inf
P13639	Q03060	inf
P13639	Q16650	inf
P13639	Q9ULX9	inf
P13639	Q05066	inf
P13639	P22670	inf
P13639	Q92481	inf
P13639	O00470	inf
P13639	Q02446	inf
P13639	Q06413	inf
P13639	Q01167	inf
P13639	P50539	inf
P13639	O60315	inf
P13639	P17480	inf
P13639	O75364	inf
P13639	Q99626	inf
P13639	Q12837	inf
P13639	O15266	inf
P13639	P10588	inf
P13639	P50549	inf
P13639	P50458	inf
P13639	Q9Y261	inf
P13639	Q01664	inf
P13639	Q01860	inf
P13639	P48443	inf
P13639	P10243	inf
P13639	Q13351	inf
P13639	P10589	inf
P13639	P15036	inf
P13639	Q15562	inf
P13639	P35680	inf
P13639	Q9UH73	inf
P13639	P55317	inf
P13639	P50553	inf
P13639	Q15561	inf
P13639	Q92908	inf
P13639	P40426	inf
P13639	Q9Y2Y9	inf
P13639	P56693	inf
P13639	P48382	inf
P13639	Q70SY1	inf
P13639	P56270	inf
P13639	Q92570	inf
P13639	P09629	inf
P13639	P09086	inf
P13639	P28347	inf
P13639	P08651	inf
P13639	P58012	inf
P13639	Q96BA8	inf
P13639	P37275	inf
P13639	Q13952	inf
P13639	Q13422	inf
P13639	P19544	inf
P13639	P05549	inf
P13639	Q01892	inf
P13639	Q12968	inf
P13639	O43623	inf
P13639	Q15853	inf
P13639	O95625	inf
P13639	P52945	inf
P13639	Q9UKY1	inf
P13639	O14497	inf
P13639	Q9H9S0	inf
P13639	P57682	inf
P13639	Q03014	inf
P13639	P11308	inf
P13639	P11474	inf
P13639	Q12952	inf
P13639	Q00577	inf
P13639	P43694	inf
P13639	P40425	inf
P13639	P12980	inf
P13639	P20265	inf
P13639	Q9BYV9	inf
Q99704	Q07869	3.0
Q99704	Q13330	3.0
Q99704	O15516	3.0
Q99704	P41182	3.0
Q99704	P49711	4.0
Q99704	P08047	3.0
Q99704	Q9Y618	3.0
Q99704	O75444	4.0
Q99704	Q03164	3.0
Q99704	O60675	4.0
Q99704	P35638	3.0
Q99704	Q02078	3.0
Q99704	P36956	3.0
Q99704	Q02447	3.0
Q99704	Q16236	3.0
Q99704	P25208	3.0
Q99704	Q99801	3.0
Q99704	P04198	3.0
Q99704	Q9UM63	3.0
Q99704	Q02962	3.0
Q99704	P51692	3.0
Q99704	Q16665	3.0
Q99704	P26358	3.0
Q99704	P03372	2.0
Q99704	Q15596	3.0
Q99704	Q01543	3.0
Q99704	P61244	3.0
Q99704	Q15672	3.0
Q99704	P48436	3.0
Q99704	Q99583	4.0
Q99704	Q9Y5W3	inf
Q99704	Q06330	4.0
Q99704	Q99717	4.0
Q99704	Q13950	3.0
Q99704	P05412	2.0
Q99704	O15525	4.0
Q99704	O14770	inf
Q99704	P08151	4.0
Q99704	Q15233	4.0
Q99704	P23511	3.0
Q99704	P21675	3.0
Q99704	P19793	3.0
Q99704	Q13568	3.0
Q99704	P10914	3.0
Q99704	P25490	3.0
Q99704	Q99612	inf
Q99704	P10244	4.0
Q99704	P06401	3.0
Q99704	P49715	3.0
Q99704	P25963	2.0
Q99704	Q01201	3.0
Q99704	O00327	4.0
Q99704	P15172	2.0
Q99704	P98177	3.0
Q99704	P01100	3.0
Q99704	Q00613	3.0
Q99704	O75469	4.0
Q99704	P10071	4.0
Q99704	P10242	3.0
Q99704	Q13562	3.0
Q99704	P18846	4.0
Q99704	O15350	2.0
Q99704	Q15796	3.0
Q99704	P18847	3.0
Q99704	Q99814	3.0
Q99704	P10275	3.0
Q99704	P27540	3.0
Q99704	P16220	3.0
Q99704	Q13127	6.0
Q99704	P19838	3.0
Q99704	O94776	4.0
Q99704	Q08945	4.0
Q99704	P17535	3.0
Q99704	Q15329	4.0
Q99704	Q9UGL1	4.0
Q99704	O43474	3.0
Q99704	Q9UJU2	3.0
Q99704	P15336	3.0
Q99704	P42229	3.0
Q99704	Q5VTD9	4.0
Q99704	P31269	4.0
Q99704	Q15797	3.0
Q99704	O75626	3.0
Q99704	P26367	3.0
Q99704	P15407	3.0
Q99704	P20823	3.0
Q99704	P22736	3.0
Q99704	Q06546	3.0
Q99704	P15923	3.0
Q99704	P52630	3.0
Q99704	P23771	3.0
Q99704	O75461	4.0
Q99704	P10070	4.0
Q99704	Q9UL17	2.0
Q99704	P20226	4.0
Q99704	P04150	3.0
Q99704	O75376	3.0
Q99704	P17676	2.0
Q99704	O94916	2.0
Q99704	Q08050	4.0
Q99704	P36402	3.0
Q99704	Q9UKL0	5.0
Q99704	P67809	3.0
Q99704	P32243	4.0
Q99704	Q02535	3.0
Q99704	Q16656	3.0
Q99704	Q01196	3.0
Q99704	P10276	3.0
Q99704	Q15788	3.0
Q99704	O75030	3.0
Q99704	Q00653	3.0
Q99704	Q12778	3.0
Q99704	Q16254	3.0
Q99704	Q02548	inf
Q99704	Q9BQA5	5.0
Q99704	P35398	3.0
Q99704	P11831	3.0
Q99704	P18146	3.0
Q99704	O14867	inf
Q99704	Q92786	inf
Q99704	Q9NQB0	3.0
Q99704	P84022	3.0
Q99704	Q8TAQ2	3.0
Q99704	P18848	2.0
Q99704	Q14653	3.0
Q99704	Q9UIS9	inf
Q99704	P37231	3.0
Q99704	O00716	3.0
Q99704	Q13761	3.0
Q99704	Q14469	3.0
Q99704	P17861	3.0
Q99704	P49116	4.0
Q99704	O43524	3.0
Q99704	P40763	2.0
Q99704	P42224	2.0
Q99704	Q96AV8	inf
Q99704	P15976	3.0
Q99704	P23246	3.0
Q99704	Q01094	3.0
Q99704	Q06710	4.0
Q99704	P01106	2.0
Q99704	Q9Y6Q9	2.0
Q99704	P17275	2.0
Q99704	Q92985	3.0
Q99704	P48431	3.0
Q99704	Q9UBC3	5.0
Q99704	Q04206	3.0
Q99704	P14859	3.0
Q99704	O60381	3.0
Q99704	Q14526	3.0
Q99704	P11473	3.0
Q99704	P20749	3.0
Q99704	Q92922	3.0
Q99704	P17947	3.0
Q99704	P22415	3.0
Q99704	Q13485	3.0
Q99704	Q9H3D4	2.0
Q99704	Q14209	3.0
Q99704	Q99856	3.0
Q99704	Q04864	3.0
Q99704	Q12772	3.0
Q99704	P55347	inf
Q99704	P04637	2.0
Q99704	Q00978	3.0
Q99704	Q13469	3.0
Q99704	O43889	inf
Q99704	P10827	4.0
Q99704	Q9Y5J3	4.0
Q99704	P14316	3.0
Q99704	P17542	3.0
Q99704	Q15306	5.0
Q99704	P78545	3.0
Q99704	Q9NPC7	4.0
Q99704	P10826	4.0
Q99704	Q9Y5Q3	4.0
Q99704	O95863	3.0
Q99704	O95644	3.0
Q99704	Q13133	4.0
Q99704	Q96RI1	4.0
